Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
51900,779400,1156500,356100,1155900,111,2012-12-19 00:00:00
51900,779400,1156500,356100,1156500,111,2012-12-20 00:00:00
51900,779400,1156500,356100,1157100,111,2012-12-21 00:00:00
51900,779400,1156800,355800,1157700,111,2012-12-22 00:00:00
51900,779100,1156800,356100,1158300,111,2012-12-23 00:00:00
51900,779100,1156800,356100,1158900,111,2012-12-24 00:00:00
51900,779100,1156800,356100,1159500,111,2012-12-25 00:00:00
51900,779100,1156800,356100,1160100,111,2012-12-26 00:00:00
51900,779100,1156800,356100,1160700,111,2012-12-27 00:00:00
51900,779100,1156800,356100,1161300,111,2012-12-28 00:00:00
51900,779100,1156800,356100,1161900,111,2012-12-29 00:00:00
51900,779100,1156800,356100,1162500,111,2012-12-30 00:00:00
51900,784200,1157100,355800,1158000,111,2012-12-31 00:00:00
51900,784200,1157100,356100,1158300,111,2013-01-01 00:00:00
